wall,step,val
1598624122.619184,0,87.77783203125
1598624122.834321,1,0.0
1598624123.504058,2,80.0
1598624124.172287,3,65.0
1598624124.617504,4,30.0
1598624125.285531,5,55.0
1598624126.831796,6,83.33332061767578
1598624129.053414,7,94.44451904296875
1598624130.584036,8,91.66664123535156
1598624131.246622,9,65.0
1598624133.005178,10,94.28572845458984
1598624133.438137,11,40.0
1598624134.985028,12,96.66663360595703
1598624136.070278,13,82.5
1598624137.591193,14,96.66663360595703
1598624137.809356,15,0.0
1598624139.130012,16,94.0
1598624141.095012,17,97.5
1598624143.066699,18,98.75
1598624144.15018,19,90.0
1598624144.58224,20,100.0
1598624145.9029,21,98.0
1598624147.440709,22,91.66664123535156
1598624149.640717,23,96.666748046875
1598624151.394087,24,98.57144927978516
1598624153.13773,25,100.0000228881836
1598624154.238203,26,97.5
1598624155.778016,27,94.99996948242188
1598624157.094392,28,100.0
1598624157.529607,29,100.0
1598624159.500004,30,96.25
1598624160.594795,31,92.5
1598624161.916773,32,100.0
1598624162.132736,33,0.0
1598624164.112756,34,100.0
1598624165.216584,35,97.5
1598624166.308376,36,97.5
1598624168.31628,37,96.25
1598624170.528509,38,98.88897705078125
1598624172.295801,39,98.57144927978516
1598624173.181304,40,100.00001525878906
1598624173.626206,41,100.0
1598624174.778527,42,97.5
1598624176.358266,43,99.99996185302734
1598624178.000012,44,98.33329772949219
1598624179.72801,45,96.66663360595703
1598624180.478637,46,100.0
1598624182.016923,47,96.0
1598624184.281609,48,98.75
1598624185.705844,49,100.0
1598624187.093032,50,97.5
1598624188.495924,51,92.5
1598624188.759261,52,0.0
1598624190.762714,53,91.66664123535156
1598624191.884188,54,96.66667938232422
1598624192.729106,55,100.0
1598624193.281481,56,100.0
1598624194.442762,57,96.66667938232422
1598624197.017954,58,96.25
1598624198.739783,59,100.0
1598624201.633772,60,100.00009155273438
1598624201.916517,61,0.0
1598624203.895818,62,99.99996185302734
1598624206.439759,63,100.0
1598624208.161405,64,98.0
1598624209.58735,65,100.0
1598624212.418815,66,100.00009155273438
1598624214.670067,67,98.57144927978516
1598624215.498912,68,100.0
1598624217.185773,69,98.0
1598624218.604752,70,97.5
1598624220.912193,71,100.0000228881836
1598624222.067328,72,96.66667938232422
1598624222.661451,73,100.0
1598624224.649822,74,99.99996185302734
1598624226.962374,75,98.57144927978516
1598624229.554657,76,100.0
1598624231.868143,77,98.57144927978516
1598624233.887842,78,99.99996185302734
1598624236.155648,79,100.0000228881836
1598624237.875879,80,100.0
1598624240.74498,81,100.00009155273438
1598624241.619009,82,100.0
1598624243.597052,83,99.99996185302734
1598624245.013283,84,100.0
1598624247.591065,85,100.0
1598624248.722973,86,100.00001525878906
1598624250.732889,87,99.99996185302734
1598624251.308354,88,100.0
1598624251.604641,89,0.0
1598624254.195396,90,98.75
1598624256.465784,91,100.0000228881836
1598624257.296646,92,100.0
1598624259.052692,93,98.0
1598624259.343184,94,0.0
1598624259.62955,95,0.0
1598624261.640496,96,99.99996185302734
1598624262.214403,97,100.0
1598624262.486653,98,0.0
1598624265.388562,99,100.00009155273438
1598624267.144045,100,100.0
1598624270.052608,101,100.00009155273438
1598624271.181376,102,100.00001525878906
1598624272.016879,103,100.0
1598624272.303907,104,0.0
1598624274.912478,105,98.75
1598624276.117969,106,100.00001525878906
1598624278.658379,107,100.0
1598624281.00169,108,100.0000228881836
1598624282.163403,109,100.00001525878906
1598624285.023578,110,100.00009155273438
1598624286.476281,111,100.0
1598624287.640097,112,100.00001525878906
1598624287.919965,113,0.0
1598624290.784789,114,100.00009155273438
1598624292.509895,115,100.0
1598624294.229537,116,98.0
1598624295.369423,117,96.66667938232422
1598624295.650338,118,0.0
1598624298.46445,119,100.00009155273438
1598624299.604303,120,100.00001525878906
1598624300.181434,121,100.0
1598624302.221137,122,99.99996185302734
1598624304.536013,123,100.0000228881836
1598624305.377784,124,100.0
1598624307.677738,125,100.0000228881836
1598624309.103801,126,100.0
1598624309.37263,127,0.0
1598624311.682267,128,100.0000228881836
1598624312.255979,129,100.0
1598624312.521539,130,0.0
1598624313.688305,131,96.66667938232422
1598624314.569757,132,95.0
1598624317.445535,133,100.00009155273438
1598624318.582517,134,100.00001525878906
1598624319.173936,135,100.0
1598624320.01339,136,90.0
1598624322.632172,137,100.0
1598624324.88177,138,100.0000228881836
1598624325.727017,139,95.0
1598624328.295458,140,100.0
1598624331.124789,141,100.00009155273438
1598624332.846995,142,100.0
1598624333.693122,143,95.0
1598624336.622857,144,100.00009155273438
1598624336.914785,145,0.0
1598624339.776162,146,100.00009155273438
1598624340.338951,147,100.0
1598624343.202212,148,100.00009155273438
1598624346.073982,149,100.00009155273438
1598624349.032074,150,100.00009155273438
1598624351.928966,151,100.00009155273438
1598624352.209497,152,0.0
1598624353.66445,153,100.0
1598624354.807835,154,93.33334350585938
1598624356.544574,155,100.0
1598624357.395212,156,95.0
1598624359.913063,157,100.0
1598624360.780058,158,100.0
1598624362.817955,159,99.99996185302734
1598624364.269748,160,97.5
1598624364.833912,161,100.0
1598624367.712832,162,100.00009155273438
1598624370.310605,163,100.0
1598624372.59454,164,100.0000228881836
1598624373.449522,165,100.0
1598624374.910978,166,97.5
1598624375.766912,167,100.0
1598624377.198258,168,97.5
1598624379.489042,169,100.0000228881836
1598624379.761057,170,0.0
1598624381.744743,171,99.99996185302734
1598624382.60678,172,100.0
1598624385.21332,173,100.0
1598624387.564159,174,100.0000228881836
1598624390.49246,175,100.00009155273438
1598624391.956915,176,97.5
1598624392.788912,177,100.0
1598624394.803443,178,99.99996185302734
1598624395.093456,179,0.0
1598624395.96723,180,100.0
1598624397.119737,181,100.00001525878906
1598624399.134369,182,99.99996185302734
1598624402.073841,183,100.00009155273438
1598624404.973139,184,100.00009155273438
1598624407.576642,185,98.75
1598624407.882176,186,0.0
1598624409.051892,187,100.00001525878906
1598624411.627,188,100.0
1598624412.505774,189,100.0
1598624414.845985,190,100.0000228881836
1598624415.711857,191,95.0
1598624417.169233,192,100.0
1598624418.060805,193,100.0
1598624419.802408,194,98.0
1598624421.810701,195,99.99996185302734
1598624423.566372,196,100.0
1598624426.15083,197,100.0
1598624426.722461,198,100.0
1598624429.075213,199,100.0000228881836
1598624429.642186,200,100.0
1598624432.524737,201,100.00009155273438
1598624435.406247,202,100.00009155273438
1598624436.005636,203,100.0
1598624437.725768,204,100.0
1598624440.326601,205,100.0
1598624442.107833,206,100.0
1598624443.279535,207,100.00001525878906
1598624445.934791,208,100.0
1598624447.661842,209,100.0
1598624447.95348,210,0.0
1598624448.254816,211,0.0
1598624448.56491,212,0.0
1598624449.123892,213,100.0
1598624452.047966,214,100.00009155273438
1598624454.376718,215,100.0000228881836
1598624456.992129,216,100.0
1598624457.265628,217,0.0
1598624460.14491,218,100.00009155273438
1598624461.007031,219,100.0
1598624461.861183,220,100.0
1598624464.208454,221,100.0000228881836
1598624465.057284,222,100.0
1598624467.896335,223,100.00009155273438
1598624469.050443,224,100.00001525878906
1598624471.357309,225,100.0000228881836
1598624472.221958,226,100.0
1598624474.565512,227,100.0000228881836
1598624475.131923,228,100.0
1598624477.718774,229,100.0
1598624480.595713,230,100.00009155273438
1598624483.528455,231,100.00009155273438
1598624485.837564,232,100.0000228881836
1598624486.392938,233,100.0
1598624486.988132,234,100.0
1598624488.176239,235,100.00001525878906
1598624490.230635,236,99.99996185302734
1598624491.65027,237,100.0
1598624493.656094,238,99.99996185302734
1598624495.690598,239,99.99996185302734
1598624498.593467,240,100.00009155273438
1598624500.050733,241,100.0
1598624500.636157,242,100.0
1598624503.244336,243,100.0
1598624506.176771,244,100.00009155273438
1598624507.896757,245,100.0
1598624508.467242,246,100.0
1598624510.789036,247,100.0000228881836
1598624511.084833,248,0.0
