wall,step,val
1598633301.193606,0,22.0
1598633301.636457,1,40.0
1598633302.051088,2,26.0
1598633302.438601,3,16.66666603088379
1598633302.827531,4,22.857145309448242
1598633303.233241,5,19.999996185302734
1598633303.642321,6,20.0
1598633304.057445,7,22.0
1598633304.448473,8,10.0
1598633304.857658,9,20.000001907348633
1598633305.259838,10,10.0
1598633305.653504,11,24.0
1598633306.044584,12,20.0
1598633306.461111,13,0.0
1598633306.866195,14,17.777774810791016
1598633307.278251,15,21.25
1598633307.685044,16,18.33333396911621
1598633308.088573,17,0.0
1598633308.495044,18,0.0
1598633308.91003,19,15.0
1598633309.327242,20,25.0
1598633309.806619,21,18.0
1598633310.292691,22,18.888885498046875
1598633310.762825,23,15.0
1598633311.230524,24,21.111106872558594
1598633311.699179,25,0.0
1598633312.143289,26,10.0
1598633312.616244,27,19.999996185302734
1598633313.09764,28,16.666667938232422
1598633313.634234,29,13.333333015441895
1598633314.149993,30,21.428573608398438
1598633314.677036,31,30.0
1598633315.179609,32,20.0
1598633315.682799,33,18.888885498046875
1598633316.212853,34,18.33333396911621
1598633316.709615,35,0.0
1598633317.211162,36,25.0
1598633317.716425,37,26.666667938232422
1598633318.205899,38,17.777774810791016
1598633318.705979,39,21.111106872558594
1598633319.206756,40,20.0
1598633319.716809,41,40.0
1598633320.240768,42,21.428573608398438
1598633320.756788,43,21.428573608398438
1598633321.270143,44,17.142858505249023
1598633321.808566,45,6.666666507720947
1598633322.331857,46,0.0
1598633322.837135,47,21.25
1598633323.389952,48,20.0
1598633323.915257,49,20.0
1598633324.41075,50,0.0
1598633324.918608,51,0.0
1598633325.415378,52,15.555553436279297
1598633325.953476,53,17.777774810791016
1598633326.487164,54,23.33333396911621
1598633327.038634,55,24.0
1598633327.578418,56,20.0
1598633328.127777,57,17.5
1598633328.640702,58,35.0
1598633329.159698,59,20.0
1598633329.674171,60,23.333332061767578
1598633330.229442,61,23.333332061767578
1598633330.776935,62,20.0
1598633331.307329,63,18.75
1598633331.813993,64,20.0
1598633332.34663,65,21.66666603088379
1598633332.884846,66,10.0
1598633333.414252,67,21.428573608398438
1598633333.922906,68,21.111106872558594
1598633334.458171,69,20.0
1598633334.97831,70,15.0
1598633335.487671,71,21.25
1598633336.034082,72,20.000001907348633
1598633336.537901,73,12.5
1598633337.067433,74,19.999996185302734
1598633337.606203,75,0.0
1598633338.154123,76,20.0
1598633338.688537,77,13.333333015441895
1598633339.196904,78,20.0
1598633339.734713,79,24.999998092651367
1598633340.304773,80,0.0
1598633340.824616,81,21.66666603088379
1598633341.344797,82,0.0
1598633341.863578,83,28.333330154418945
1598633342.401101,84,24.285717010498047
1598633342.929334,85,25.71428871154785
1598633343.450229,86,20.0
1598633343.977935,87,22.5
1598633344.524208,88,13.333333969116211
1598633345.050617,89,25.71428871154785
1598633345.560816,90,0.0
1598633346.107372,91,21.428573608398438
1598633346.618858,92,20.0
1598633347.152569,93,40.0
1598633347.665899,94,22.0
1598633348.181438,95,24.0
1598633348.716273,96,20.0
1598633349.232928,97,15.714287757873535
1598633349.745454,98,21.25
1598633350.289501,99,20.0
1598633350.822375,100,30.0
1598633351.376865,101,20.0
1598633351.922882,102,10.0
1598633352.468682,103,27.5
1598633353.022207,104,22.5
1598633353.575053,105,20.0
1598633354.113133,106,0.0
1598633354.62241,107,19.999996185302734
1598633355.154657,108,20.0
1598633355.683717,109,0.0
1598633356.188231,110,24.999998092651367
1598633356.715134,111,16.666667938232422
1598633357.236952,112,23.333332061767578
1598633357.76252,113,20.0
1598633358.286869,114,23.333332061767578
1598633358.855684,115,20.0
1598633359.422782,116,60.0
1598633359.97859,117,19.999996185302734
1598633360.505265,118,20.000001907348633
1598633361.024767,119,30.000001907348633
1598633361.541715,120,20.0
1598633362.096124,121,13.333333015441895
1598633362.648974,122,10.0
1598633363.163936,123,16.0
1598633363.698029,124,23.33333396911621
1598633364.222877,125,22.857145309448242
1598633364.751665,126,60.0
1598633365.278453,127,10.0
1598633365.838934,128,0.0
1598633366.366367,129,18.571430206298828
1598633366.88019,130,18.75
1598633367.409291,131,15.0
1598633367.949275,132,19.999996185302734
1598633368.489847,133,20.0
1598633369.050755,134,22.5
1598633369.583693,135,25.0
1598633370.144021,136,22.5
1598633370.677477,137,10.0
1598633371.209919,138,23.333332061767578
1598633371.732843,139,12.0
1598633372.245905,140,24.999998092651367
1598633372.772442,141,23.333332061767578
1598633373.29822,142,20.0
1598633373.835011,143,20.0
1598633374.377343,144,18.33333396911621
