wall,step,val
1598624264.28499,0,75.71427154541016
1598624264.640236,1,30.0
1598624265.621166,2,50.0
1598624265.8295,3,0.0
1598624266.921264,4,84.0
1598624267.293522,5,20.0
1598624268.010618,6,69.99999237060547
1598624268.778047,7,90.00000762939453
1598624270.111901,8,98.0
1598624272.271698,9,100.00009155273438
1598624273.960778,10,95.71430206298828
1598624275.886309,11,97.5
1598624277.131346,12,90.0
1598624279.307539,13,98.75
1598624279.805645,14,100.0
1598624281.016255,15,95.0
1598624282.934389,16,98.57144927978516
1598624285.102061,17,97.5
1598624286.541317,18,98.0
1598624287.263025,19,100.0
1598624287.738057,20,100.0
1598624287.977667,21,0.0
1598624288.70149,22,100.0
1598624289.431522,23,95.0
1598624291.691997,24,100.0
1598624292.65575,25,100.00001525878906
1598624294.552905,26,100.0000228881836
1598624295.77156,27,97.5
1598624296.260865,28,100.0
1598624296.498422,29,0.0
1598624296.744915,30,0.0
1598624299.272086,31,100.00009155273438
1598624299.76451,32,100.0
1598624300.007879,33,0.0
1598624300.243076,34,0.0
1598624301.292091,35,100.00001525878906
1598624301.567231,36,0.0
1598624302.911409,37,92.5
1598624303.185693,38,0.0
1598624304.267172,39,100.00001525878906
1598624306.17745,40,94.99996948242188
1598624308.34959,41,98.57144927978516
1598624310.504123,42,100.0000228881836
1598624312.974796,43,100.0
1598624314.573777,44,100.0
1598624316.477694,45,98.33329772949219
1598624316.7442,46,0.0
1598624318.381084,47,98.0
1598624318.912358,48,100.0
1598624321.641882,49,100.00009155273438
1598624323.541137,50,99.99996185302734
1598624325.471173,51,99.99996185302734
1598624325.740616,52,0.0
1598624326.83813,53,100.00001525878906
1598624327.402696,54,100.0
1598624327.94704,55,100.0
1598624328.76762,56,100.0
1598624330.903832,57,100.0000228881836
1598624331.972684,58,93.33334350585938
1598624332.532843,59,90.0
1598624334.175576,60,100.0
1598624334.440745,61,0.0
1598624336.946524,62,100.0
1598624338.279948,63,100.0
1598624341.016748,64,100.00009155273438
1598624341.293335,65,0.0
1598624342.674568,66,100.0
1598624344.773025,67,98.57144927978516
1598624346.700418,68,99.99996185302734
1598624348.040625,69,100.0
1598624349.947649,70,99.99996185302734
1598624352.69158,71,100.00009155273438
1598624353.517756,72,100.0
1598624355.976113,73,100.0
1598624358.371788,74,100.0
1598624360.576056,75,100.0000228881836
1598624362.765246,76,100.0000228881836
1598624364.990999,77,100.0000228881836
1598624367.164488,78,100.0000228881836
1598624368.821001,79,100.0
1598624371.522148,80,100.00009155273438
1598624373.981078,81,100.0
1598624375.358313,82,100.0
1598624377.010487,83,98.0
1598624379.753511,84,100.00009155273438
1598624380.849989,85,96.66667938232422
1598624382.471831,86,100.0
1598624384.111886,87,100.0
1598624384.955575,88,100.0
1598624385.754467,89,100.0
1598624388.2587,90,100.0
1598624390.170155,91,99.99996185302734
1598624391.238076,92,100.00001525878906
1598624394.000211,93,100.00009155273438
1598624396.489761,94,100.0
1598624396.767385,95,0.0
1598624399.517584,96,100.00009155273438
1598624401.983475,97,100.0
1598624404.440617,98,100.0
1598624406.366873,99,99.99996185302734
1598624407.718283,100,100.0
1598624409.080644,101,100.0
1598624409.612327,102,100.0
1598624409.900055,103,0.0
1598624410.456407,104,100.0
1598624412.045725,105,100.0
1598624413.395108,106,100.0
1598624413.914982,107,100.0
1598624416.12767,108,100.0000228881836
1598624417.502784,109,100.0
1598624419.994483,110,100.0
1598624420.792339,111,100.0
1598624421.859558,112,96.66667938232422
1598624424.586467,113,100.00009155273438
1598624426.558868,114,99.99996185302734
1598624427.379155,115,100.0
1598624430.176798,116,100.00009155273438
1598624430.971128,117,100.0
1598624433.713477,118,100.00009155273438
1598624435.611769,119,99.99996185302734
1598624437.502248,120,99.99996185302734
1598624440.219914,121,100.00009155273438
1598624440.777055,122,100.0
1598624441.048242,123,0.0
1598624441.319248,124,0.0
1598624442.698055,125,100.0
1598624444.38343,126,100.0
1598624446.576486,127,100.0000228881836
1598624447.391486,128,100.0
1598624447.65616,129,0.0
1598624450.1221,130,100.0
1598624452.626235,131,100.0
1598624453.994942,132,100.0
1598624454.267445,133,0.0
1598624455.108884,134,100.0
1598624457.576121,135,100.0
1598624458.107598,136,100.0
1598624458.395275,137,0.0
1598624460.334373,138,99.99996185302734
1598624462.832961,139,100.0
1598624464.724459,140,99.99996185302734
1598624466.378103,141,100.0
1598624469.106158,142,100.00009155273438
1598624470.738064,143,100.0
1598624472.912989,144,100.0000228881836
1598624475.091815,145,100.0000228881836
1598624475.620122,146,100.0
1598624476.995087,147,100.0
1598624477.276785,148,0.0
1598624478.897244,149,100.0
1598624479.166956,150,0.0
1598624479.434332,151,0.0
1598624482.134281,152,100.00009155273438
1598624483.210427,153,100.00001525878906
1598624484.596885,154,100.0
1598624487.319182,155,100.00009155273438
1598624488.152169,156,100.0
1598624489.232672,157,100.00001525878906
1598624490.033194,158,100.0
1598624490.585682,159,100.0
1598624491.686211,160,100.00001525878906
1598624493.615963,161,99.99996185302734
1598624495.540823,162,99.99996185302734
1598624498.279596,163,100.00009155273438
1598624498.828092,164,100.0
1598624500.483202,165,100.0
1598624502.681481,166,100.0000228881836
1598624505.167167,167,100.0
1598624506.264677,168,100.00001525878906
1598624508.995762,169,100.00009155273438
1598624511.154626,170,100.0000228881836
1598624512.501267,171,100.0
1598624513.05029,172,100.0
1598624515.810502,173,100.00009155273438
1598624517.713308,174,99.99996185302734
1598624517.97794,175,0.0
1598624519.351852,176,100.0
1598624521.562977,177,100.0000228881836
1598624524.279944,178,100.00009155273438
1598624525.892507,179,100.0
1598624527.809338,180,99.99996185302734
1598624528.349685,181,100.0
1598624528.60367,182,0.0
1598624528.863924,183,0.0
1598624530.492454,184,100.0
1598624532.408218,185,99.99996185302734
1598624535.085325,186,100.00009155273438
1598624536.190917,187,100.00001525878906
1598624538.078236,188,99.99996185302734
1598624540.258567,189,100.0000228881836
1598624541.07492,190,100.0
1598624542.99983,191,99.99996185302734
1598624544.933845,192,99.99996185302734
1598624545.459456,193,100.0
1598624546.275837,194,100.0
1598624549.02715,195,100.00009155273438
1598624550.123942,196,100.00001525878906
1598624552.615442,197,100.0
1598624555.308984,198,100.00009155273438
1598624555.590119,199,0.0
1598624556.658493,200,100.00001525878906
1598624558.254954,201,100.0
1598624561.048595,202,100.00009155273438
1598624563.48662,203,100.0
1598624563.749367,204,0.0
1598624565.10538,205,100.0
1598624567.524855,206,100.0
1598624569.968952,207,100.0
1598624572.415597,208,100.0
1598624574.60004,209,100.0000228881836
1598624577.108436,210,100.0
1598624577.645601,211,100.0
1598624580.41289,212,100.00009155273438
1598624582.331106,213,98.33329772949219
1598624585.10742,214,100.00009155273438
1598624585.667209,215,100.0
1598624587.329126,216,100.0
1598624589.541293,217,100.0000228881836
1598624591.174841,218,100.0
1598624592.826469,219,100.0
1598624593.098759,220,0.0
1598624593.91599,221,100.0
1598624596.10834,222,100.0000228881836
1598624596.916124,223,100.0
1598624598.604367,224,100.0
1598624601.331297,225,100.00009155273438
1598624602.398279,226,100.00001525878906
1598624603.779475,227,100.0
1598624606.257207,228,100.0
1598624607.591107,229,100.0
1598624610.072902,230,100.0
1598624610.359096,231,0.0
1598624613.079003,232,100.00009155273438
1598624615.004259,233,99.99996185302734
1598624617.668884,234,100.00009155273438
1598624618.21433,235,100.0
1598624618.485573,236,0.0
1598624619.548608,237,100.00001525878906
1598624620.654299,238,100.00001525878906
1598624621.203009,239,100.0
1598624622.224737,240,100.00001525878906
1598624623.86482,241,100.0
1598624626.054278,242,100.0000228881836
1598624627.380623,243,100.0
1598624628.737882,244,100.0
1598624630.891947,245,100.0000228881836
1598624632.014674,246,100.00001525878906
1598624634.747663,247,100.00009155273438
1598624637.173084,248,100.0
1598624638.791856,249,100.0
1598624639.627946,250,100.0
1598624642.031252,251,100.0
1598624642.289145,252,0.0
1598624642.561199,253,0.0
1598624642.839169,254,0.0
1598624645.523731,255,100.00009155273438
1598624645.795706,256,0.0
1598624648.509439,257,100.00009155273438
1598624649.865831,258,100.0
1598624652.064315,259,100.0000228881836
1598624652.321147,260,0.0
1598624652.883201,261,100.0
1598624654.531917,262,100.0
1598624656.468131,263,99.99996185302734
1598624657.005306,264,100.0
1598624659.798333,265,100.00009155273438
1598624661.746339,266,99.99996185302734
1598624662.583482,267,100.0
1598624663.892329,268,100.0
1598624665.795499,269,99.99996185302734
1598624668.533776,270,100.00009155273438
1598624669.351488,271,100.0
1598624669.889394,272,100.0
1598624670.95608,273,100.00001525878906
1598624672.877316,274,99.99996185302734
1598624675.311237,275,100.0
1598624676.941579,276,100.0
1598624677.781079,277,100.0
1598624680.497589,278,100.00009155273438
1598624681.596411,279,100.00001525878906
1598624681.873069,280,0.0
1598624683.82599,281,99.99996185302734
1598624685.717497,282,99.99996185302734
1598624687.883913,283,100.0000228881836
1598624689.240283,284,100.0
1598624689.518768,285,0.0
1598624691.735366,286,100.0000228881836
1598624694.49046,287,100.00009155273438
1598624696.926992,288,100.0
1598624699.091241,289,100.0000228881836
1598624699.636204,290,100.0
1598624699.888101,291,0.0
1598624700.397978,292,100.0
1598624701.736076,293,100.0
1598624703.61847,294,99.99996185302734
1598624706.056239,295,100.0
1598624707.693158,296,100.0
1598624710.45097,297,100.00009155273438
1598624712.350129,298,99.99996185302734
1598624714.570497,299,100.0000228881836
1598624715.112638,300,100.0
1598624716.211792,301,100.00001525878906
1598624717.596694,302,100.0
1598624720.07191,303,100.0
1598624721.146098,304,100.00001525878906
1598624723.604952,305,100.0
1598624725.477846,306,99.99996185302734
1598624725.766777,307,0.0
1598624726.317922,308,100.0
1598624728.531859,309,100.0000228881836
1598624728.810217,310,0.0
1598624731.244203,311,100.0
1598624733.994058,312,100.00009155273438
1598624735.373399,313,100.0
1598624735.887981,314,100.0
1598624738.077643,315,100.0000228881836
1598624739.178594,316,100.00001525878906
1598624741.614747,317,100.0
1598624742.445825,318,100.0
1598624745.189552,319,100.00009155273438
1598624747.933697,320,100.00009155273438
1598624748.207452,321,0.0
1598624750.393563,322,100.0000228881836
