wall,step,val
1598633345.670446,0,84.28571319580078
1598633347.749957,1,83.3333740234375
1598633349.79543,2,85.71428680419922
1598633352.136865,3,91.42858123779297
1598633354.493018,4,88.33331298828125
1598633356.835817,5,100.0
1598633359.233523,6,0.0
1598633361.562973,7,89.9999771118164
1598633363.919597,8,85.55560302734375
1598633366.249158,9,0.0
1598633368.578844,10,0.0
1598633370.890561,11,100.0
1598633373.285275,12,97.5
1598633375.614441,13,90.0
1598633377.985579,14,100.00001525878906
1598633380.330053,15,94.0
1598633382.675198,16,96.0
1598633385.038085,17,100.0
1598633387.397868,18,97.5
1598633389.78733,19,85.55560302734375
1598633392.135909,20,98.0
1598633394.562742,21,93.33330535888672
1598633396.943425,22,0.0
1598633399.265188,23,97.5
1598633401.549046,24,92.5
1598633403.874243,25,100.0
1598633406.28497,26,100.00001525878906
1598633408.560401,27,81.11114501953125
1598633410.918473,28,90.00000762939453
1598633413.304628,29,87.5
1598633415.639913,30,0.0
1598633417.996197,31,100.00001525878906
1598633420.368857,32,100.0
1598633422.695095,33,100.0
1598633425.018631,34,89.9999771118164
1598633427.406785,35,100.00001525878906
1598633429.739088,36,98.57144927978516
1598633432.119396,37,0.0
1598633434.457412,38,100.0
1598633436.797899,39,100.0
1598633439.17282,40,0.0
1598633441.500395,41,0.0
1598633443.876699,42,87.77783203125
1598633446.3078,43,96.66663360595703
1598633448.707691,44,88.75
1598633451.102331,45,86.25
1598633453.490595,46,92.5
1598633455.872495,47,84.44448852539062
1598633458.191889,48,0.0
1598633460.5572,49,0.0
1598633462.902158,50,100.0
1598633465.304826,51,100.0
1598633467.677844,52,90.0
1598633470.078676,53,100.0
1598633472.479605,54,100.0
1598633474.890385,55,100.0
1598633477.234909,56,94.28572845458984
1598633479.648423,57,85.0
1598633482.099582,58,95.0
1598633484.469472,59,100.00001525878906
1598633486.873907,60,87.5
1598633489.164879,61,96.0
1598633491.54732,62,100.00001525878906
1598633493.83697,63,82.5
1598633496.148075,64,86.66671752929688
1598633498.53495,65,100.00001525878906
1598633500.96601,66,100.0
1598633503.31362,67,86.66671752929688
1598633505.731325,68,90.00000762939453
1598633508.105613,69,100.0
1598633510.568048,70,98.33329772949219
1598633512.941253,71,0.0
1598633515.338397,72,100.00001525878906
1598633517.733288,73,0.0
1598633520.069172,74,100.0000228881836
1598633522.448831,75,95.0
1598633524.798185,76,100.0
1598633527.158906,77,85.55560302734375
1598633529.490558,78,100.0
1598633531.89402,79,100.00001525878906
1598633534.218122,80,100.0
1598633536.591225,81,100.00001525878906
1598633538.880941,82,0.0
1598633541.245482,83,100.0
1598633543.667991,84,100.0
1598633546.005478,85,100.0000228881836
1598633548.346452,86,99.99996185302734
1598633550.686579,87,100.0
1598633553.057064,88,100.0
1598633555.372707,89,100.0
1598633557.71326,90,100.0
1598633560.10009,91,97.14287567138672
1598633562.509783,92,100.0
1598633564.863833,93,0.0
1598633567.226889,94,99.99996185302734
1598633569.540556,95,0.0
1598633571.841219,96,96.66663360595703
1598633574.131917,97,100.00001525878906
1598633576.476589,98,100.0
1598633578.779939,99,0.0
1598633581.170922,100,93.75
1598633583.606831,101,100.0
1598633586.036456,102,92.8571548461914
1598633588.380505,103,100.0
1598633590.763771,104,100.0
1598633593.18827,105,91.11117553710938
1598633595.545002,106,100.00001525878906
1598633597.979169,107,100.0
1598633600.347799,108,0.0
1598633602.768413,109,100.0
1598633605.131402,110,100.0
1598633607.482135,111,100.0
1598633609.848191,112,100.00001525878906
1598633612.264272,113,100.0
1598633614.666013,114,0.0
1598633617.066809,115,100.0
1598633619.484622,116,100.00001525878906
1598633621.898486,117,100.0
1598633624.28861,118,100.0
1598633626.61673,119,99.99996185302734
1598633628.99803,120,100.0
1598633631.311678,121,86.66671752929688
1598633633.652642,122,100.0
1598633636.013881,123,100.00001525878906
1598633638.401988,124,100.0
1598633640.7703,125,98.57144927978516
